result_id,cdm_name,result_type,package_name,package_version,group_name,group_level,strata_name,strata_level,variable_name,variable_level,estimate_name,estimate_type,estimate_value,additional_name,additional_level
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,10.0917431192661,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,9.48012232415902,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,10.2262443438914,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,11.8505013673655,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,7.3394495412844,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,7.3394495412844,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,9.50226244343891,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,9.57155879671832,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,8.94479385045423,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,8.58339148639218,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,10.889645114244,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,11.1111111111111,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,8.21104122990915,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,8.23447313328681,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,9.77151191054934,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Antiinflammatory and antirehumatic nonsteroids,percentage,percentage,9.71014492753623,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Drugs ulcer and gords,count,integer,44,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Drugs ulcer and gords,count,integer,44,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Drugs ulcer and gords,count,integer,157,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Drugs ulcer and gords,count,integer,149,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Drugs ulcer and gords,count,integer,54,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Drugs ulcer and gords,count,integer,54,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Drugs ulcer and gords,count,integer,129,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Drugs ulcer and gords,count,integer,132,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Drugs ulcer and gords,count,integer,375,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Drugs ulcer and gords,count,integer,379,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Drugs ulcer and gords,count,integer,296,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Drugs ulcer and gords,count,integer,322,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Drugs ulcer and gords,count,integer,368,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Drugs ulcer and gords,count,integer,367,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Drugs ulcer and gords,count,integer,278,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Drugs ulcer and gords,count,integer,283,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Drugs ulcer and gords,percentage,percentage,13.4556574923547,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Drugs ulcer and gords,percentage,percentage,13.4556574923547,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Drugs ulcer and gords,percentage,percentage,14.2081447963801,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Drugs ulcer and gords,percentage,percentage,13.5824977210574,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Drugs ulcer and gords,percentage,percentage,16.5137614678899,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Drugs ulcer and gords,percentage,percentage,16.5137614678899,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Drugs ulcer and gords,percentage,percentage,11.6742081447964,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Drugs ulcer and gords,percentage,percentage,12.0328167730173,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Drugs ulcer and gords,percentage,percentage,13.1027253668763,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Drugs ulcer and gords,percentage,percentage,13.2240055826936,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Drugs ulcer and gords,percentage,percentage,14.3898881866796,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Drugs ulcer and gords,percentage,percentage,15.5555555555556,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Drugs ulcer and gords,percentage,percentage,12.858141160028,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Drugs ulcer and gords,percentage,percentage,12.8053035589672,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Drugs ulcer and gords,percentage,percentage,13.5148274185707,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Drugs ulcer and gords,percentage,percentage,13.6714975845411,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Analgesics and antipyretics,count,integer,43,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Analgesics and antipyretics,count,integer,37,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Analgesics and antipyretics,count,integer,117,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Analgesics and antipyretics,count,integer,139,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Analgesics and antipyretics,count,integer,42,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Analgesics and antipyretics,count,integer,42,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Analgesics and antipyretics,count,integer,106,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Analgesics and antipyretics,count,integer,104,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Analgesics and antipyretics,count,integer,347,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Analgesics and antipyretics,count,integer,322,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Analgesics and antipyretics,count,integer,253,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Analgesics and antipyretics,count,integer,262,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Analgesics and antipyretics,count,integer,336,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Analgesics and antipyretics,count,integer,337,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Analgesics and antipyretics,count,integer,277,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Analgesics and antipyretics,count,integer,277,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Analgesics and antipyretics,percentage,percentage,13.1498470948012,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Analgesics and antipyretics,percentage,percentage,11.3149847094801,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Analgesics and antipyretics,percentage,percentage,10.5882352941176,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Analgesics and antipyretics,percentage,percentage,12.6709206927985,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Analgesics and antipyretics,percentage,percentage,12.8440366972477,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Analgesics and antipyretics,percentage,percentage,12.8440366972477,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Analgesics and antipyretics,percentage,percentage,9.59276018099547,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Analgesics and antipyretics,percentage,percentage,9.48040109389243,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Analgesics and antipyretics,percentage,percentage,12.1243885394829,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Analgesics and antipyretics,percentage,percentage,11.235170969993,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Analgesics and antipyretics,percentage,percentage,12.2994652406417,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Analgesics and antipyretics,percentage,percentage,12.6570048309179,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Analgesics and antipyretics,percentage,percentage,11.7400419287212,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Analgesics and antipyretics,percentage,percentage,11.7585484996511,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Analgesics and antipyretics,percentage,percentage,13.4662129314536,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Analgesics and antipyretics,percentage,percentage,13.3816425120773,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antihistamines systemic,count,integer,51,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antihistamines systemic,count,integer,58,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antihistamines systemic,count,integer,267,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antihistamines systemic,count,integer,248,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Antihistamines systemic,count,integer,65,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Antihistamines systemic,count,integer,65,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Antihistamines systemic,count,integer,205,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Antihistamines systemic,count,integer,201,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Antihistamines systemic,count,integer,550,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Antihistamines systemic,count,integer,559,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Antihistamines systemic,count,integer,438,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 0,Drugs prior year,Antihistamines systemic,count,integer,447,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Antihistamines systemic,count,integer,564,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Antihistamines systemic,count,integer,567,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Antihistamines systemic,count,integer,425,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,pfizer &&& 1,Drugs prior year,Antihistamines systemic,count,integer,431,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antihistamines systemic,percentage,percentage,15.5963302752294,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antihistamines systemic,percentage,percentage,17.737003058104,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antihistamines systemic,percentage,percentage,24.1628959276018,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,complete_booster_covid_test,vaccine_brand &&& exposed,moderna &&& 0,Drugs prior year,Antihistamines systemic,percentage,percentage,22.6071103008204,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_diagnostic_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Antihistamines systemic,percentage,percentage,19.8776758409786,table &&& window &&& value,medications &&& -365 to -1 &&& flag
1,CPRD,summarised_cohort_intersect,PatientProfiles,0.8.0,cohort_name,none_first_covid_test,vaccine_brand &&& exposed,moderna &&& 1,Drugs prior year,Antihistamines systemic,percentage,percentage,19.8776758409786,table &&& window &&& value,medications &&& -365 to -1 &&& flag
