analysis_id,n_persons,person_days,n_events,incidence_start_date,incidence_end_date,person_years,incidence_100000_pys,incidence_100000_pys_95CI_lower,incidence_100000_pys_95CI_upper,cohort_obscured,result_obscured,outcome_cohort_id,outcome_cohort_name,analysis_outcome_washout,analysis_repeated_events,analysis_interval,analysis_complete_database_intervals,denominator_cohort_id,analysis_min_cell_count,denominator_cohort_name,denominator_age_group,denominator_sex,denominator_days_prior_observation,denominator_start_date,denominator_end_date,denominator_target_cohort_definition_id,denominator_target_cohort_name,cdm_name
21,3633,1148348,0,1999-01-01,1999-12-31,3144.005475701574,0,0,117.3305670942184,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,4617,1434787,0,2000-01-01,2000-12-31,3928.232717316906,0,0,93.90684614616072,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,5232,1678440,0,2001-01-01,2001-12-31,4595.318275154004,0,0,80.27473252634081,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,6118,1926492,0,2002-01-01,2002-12-31,5274.447638603696,0,0,69.9386875530817,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,6963,2206962,0,2003-01-01,2003-12-31,6042.332648870636,0,0,61.05058540269905,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,7702,2507695,0,2004-01-01,2004-12-31,6865.694729637235,0,0,53.72915049936754,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,7959,2669709,0,2005-01-01,2005-12-31,7309.264887063655,0,0,50.46854247467102,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,8073,2702244,0,2006-01-01,2006-12-31,7398.340862422998,0,0,49.86090155497116,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,8140,2710235,0,2007-01-01,2007-12-31,7420.21902806297,0,0,49.713889039700064,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,8131,2732997,0,2008-01-01,2008-12-31,7482.5379876796715,0,0,49.299842649483885,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,8140,2714064,0,2009-01-01,2009-12-31,7430.702258726899,0,0,49.64375271235737,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,8091,2665342,0,2010-01-01,2010-12-31,7297.308692676249,0,0,50.55123209761129,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,7947,2635820,0,2011-01-01,2011-12-31,7216.481861738535,0,0,51.11742154680953,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,7855,2627723,0,2012-01-01,2012-12-31,7194.313483915126,0,0,51.27493349242348,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,7723,2520436,0,2013-01-01,2013-12-31,6900.577686516085,0,0,53.45754546495586,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,7302,2356010,0,2014-01-01,2014-12-31,6450.403832991102,0,0,57.18834897199566,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,6724,2128100,0,2015-01-01,2015-12-31,5826.420260095825,0,0,63.3129655850343,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,5685,1850290,0,2016-01-01,2016-12-31,5065.817932922656,0,0,72.8190294826819,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,5214,1700881,0,2017-01-01,2017-12-31,4656.758384668035,0,0,79.21560771242167,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,4847,1600222,0,2018-01-01,2018-12-31,4381.169062286105,0,0,84.19851874396896,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,4622,1531125,0,2019-01-01,2019-12-31,4191.991786447638,0,0,87.99825099943602,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,4228,1392032,0,2020-01-01,2020-12-31,3811.175906913073,0,0,96.7911097313219,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,3751,1210265,NA,2021-01-01,2021-12-31,3313.5249828884325,NA,NA,NA,FALSE,TRUE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,3394,1123085,0,2022-01-01,2022-12-31,3074.839151266256,0,0,119.96983492924532,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
21,3058,470252,0,2023-01-01,2023-06-23,1287.479808350445,0,0,286.51940249379373,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,3,0,denominator_cohort_3,0 to 17,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,52,5637,0,1988-03-07,1988-12-31,15.433264887063656,0,0,23902.132705607855,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,350,66354,0,1989-01-01,1989-12-31,181.66735112936345,0,0,2030.5681957607906,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,1296,284811,0,1990-01-01,1990-12-31,779.7700205338809,0,0,473.0727467039949,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,1783,544586,0,1991-01-01,1991-12-31,1490.9952087611225,0,0,247.41055051270413,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,2011,657264,0,1992-01-01,1992-12-31,1799.4907597535935,0,0,204.99574305227654,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,2357,774207,0,1993-01-01,1993-12-31,2119.6632443531826,0,0,174.03139220067953,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,2532,853465,0,1994-01-01,1994-12-31,2336.6598220396986,0,0,157.86976860388123,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,2741,915806,0,1995-01-01,1995-12-31,2507.3401779603014,0,0,147.1232139356059,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,3176,1006561,0,1996-01-01,1996-12-31,2755.813826146475,0,0,133.858079203855,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,3847,1223925,0,1997-01-01,1997-12-31,3350.924024640657,0,0,110.08543992606695,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,4378,1438960,0,1998-01-01,1998-12-31,3939.6577686516084,0,0,93.63451524817333,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,5371,1716196,0,1999-01-01,1999-12-31,4698.6885694729635,0,0,78.50870300450036,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,6971,2201630,0,2000-01-01,2000-12-31,6027.734428473648,0,0,61.19844027448367,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,8028,2620865,0,2001-01-01,2001-12-31,7175.537303216975,0,0,51.40910426958714,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,9422,3016611,0,2002-01-01,2002-12-31,8259.030800821356,0,0,44.664798365288554,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,10861,3523447,0,2003-01-01,2003-12-31,9646.672142368241,0,0,38.23991734841236,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,12278,4043637,0,2004-01-01,2004-12-31,11070.874743326489,0,0,33.32057799983319,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,12710,4333866,0,2005-01-01,2005-12-31,11865.478439425051,0,0,31.089175821659346,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,13006,4397627,0,2006-01-01,2006-12-31,12040.04654346338,0,0,30.63841523201297,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,13153,4474837,0,2007-01-01,2007-12-31,12251.436002737852,0,0,30.109772056839493,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,13180,4514745,0,2008-01-01,2008-12-31,12360.698151950719,0,0,29.84361731648443,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,13278,4521605,0,2009-01-01,2009-12-31,12379.479808350445,0,0,29.798339762432033,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,13269,4499628,0,2010-01-01,2010-12-31,12319.310061601644,0,0,29.94388026332654,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,13025,4422985,0,2011-01-01,2011-12-31,12109.472963723478,0,0,30.462758083401024,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,12704,4341882,0,2012-01-01,2012-12-31,11887.425051334701,0,0,31.03177886029871,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,12391,4127614,0,2013-01-01,2013-12-31,11300.79123887748,0,0,32.64266524474224,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,11682,3828923,0,2014-01-01,2014-12-31,10483.019849418206,0,0,35.18909157000846,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,10538,3435081,0,2015-01-01,2015-12-31,9404.739219712526,0,0,39.22362298342062,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,9065,2984854,0,2016-01-01,2016-12-31,8172.0848733744015,0,0,45.140004188315906,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,8227,2739554,0,2017-01-01,2017-12-31,7500.490075290897,0,0,49.181845680541976,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,7610,2574162,0,2018-01-01,2018-12-31,7047.671457905544,0,0,52.34181922563983,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,7308,2457849,0,2019-01-01,2019-12-31,6729.223819301848,0,0,54.81879564672666,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,6874,2298883,NA,2020-01-01,2020-12-31,6293.998631074606,NA,NA,NA,FALSE,TRUE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,6223,1417582,2331,2021-01-01,2021-12-31,3881.1279945242986,60059.85897112125,57646.19931987655,62548.61389754848,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,3536,1158311,0,2022-01-01,2022-12-31,3171.2826830937715,0,0,116.32136970253367,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
22,3336,509109,0,2023-01-01,2023-06-23,1393.864476386037,0,0,264.6512280504008,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,4,0,denominator_cohort_4,18 to 64,Male,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,54,5228,0,1988-03-07,1988-12-31,14.313483915126625,0,0,25772.058542752773,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,313,56469,0,1989-01-01,1989-12-31,154.60369609856264,0,0,2386.022810064132,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,1296,280367,0,1990-01-01,1990-12-31,767.6030116358659,0,0,480.5712586057257,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,1756,537982,0,1991-01-01,1991-12-31,1472.914442162902,0,0,250.4476396264401,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,2036,662177,0,1992-01-01,1992-12-31,1812.9418206707735,0,0,203.47478402528552,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,2324,759532,0,1993-01-01,1993-12-31,2079.4852840520193,0,0,177.39387157027153,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,2482,827328,0,1994-01-01,1994-12-31,2265.100616016427,0,0,162.85720060424825,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,2689,899906,0,1995-01-01,1995-12-31,2463.808350444901,0,0,149.72266221306612,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,3092,975869,0,1996-01-01,1996-12-31,2671.7837097878164,0,0,138.06804198259346,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,3693,1175970,0,1997-01-01,1997-12-31,3219.6303901437373,0,0,114.5746252553309,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,4272,1393123,0,1998-01-01,1998-12-31,3814.1629021218346,0,0,96.71530946047943,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,5192,1660584,0,1999-01-01,1999-12-31,4546.431211498973,0,0,81.13791416845609,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,6733,2104998,0,2000-01-01,2000-12-31,5763.170431211499,0,0,64.00781476348742,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,7677,2486064,0,2001-01-01,2001-12-31,6806.47227926078,0,0,54.19664258905301,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,9053,2879756,0,2002-01-01,2002-12-31,7884.342231348392,0,0,46.78740909351747,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,10392,3349150,0,2003-01-01,2003-12-31,9169.472963723478,0,0,40.23000524357269,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,11803,3867122,0,2004-01-01,2004-12-31,10587.603011635865,0,0,34.84149764644392,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,12249,4157030,0,2005-01-01,2005-12-31,11381.327857631759,0,0,32.41167902601412,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,12529,4245127,0,2006-01-01,2006-12-31,11622.524298425737,0,0,31.739055642272064,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,12799,4302132,0,2007-01-01,2007-12-31,11778.595482546201,0,0,31.3185002369782,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,12855,4385192,0,2008-01-01,2008-12-31,12006.001368925394,0,0,30.72529596458068,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,12876,4375039,0,2009-01-01,2009-12-31,11978.203969883642,0,0,30.7965990843765,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,12845,4360392,0,2010-01-01,2010-12-31,11938.102669404518,0,0,30.900047991444687,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,12653,4269217,0,2011-01-01,2011-12-31,11688.479123887748,0,0,31.559961009597657,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,12416,4232912,0,2012-01-01,2012-12-31,11589.081451060918,0,0,31.830645678793108,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,12138,4033025,0,2013-01-01,2013-12-31,11041.820670773443,0,0,33.40825362141606,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,11548,3764538,0,2014-01-01,2014-12-31,10306.743326488706,0,0,35.790931599445,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,10491,3399692,0,2015-01-01,2015-12-31,9307.849418206708,0,0,39.6319202038042,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,8970,2946282,0,2016-01-01,2016-12-31,8066.480492813142,0,0,45.730966031598975,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,8091,2672882,0,2017-01-01,2017-12-31,7317.952087611226,0,0,50.40863085669756,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,7565,2556634,0,2018-01-01,2018-12-31,6999.6824093086925,0,0,52.70066895046828,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,7291,2443221,0,2019-01-01,2019-12-31,6689.174537987679,0,0,55.14700555599002,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,6837,2277037,0,2020-01-01,2020-12-31,6234.187542778918,0,0,59.17177545270959,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,6136,1432009,2146,2021-01-01,2021-12-31,3920.6269678302533,54736.143418093045,52444.56147489418,57102.08579816991,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,3673,1193870,NA,2022-01-01,2022-12-31,3268.6379192334016,NA,NA,NA,FALSE,TRUE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
23,3462,526826,0,2023-01-01,2023-06-23,1442.3709787816565,0,0,255.75108681331497,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,5,0,denominator_cohort_5,18 to 64,Female,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
24,106,10865,0,1988-03-07,1988-12-31,29.746748802190282,0,0,12400.950028671099,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,6,0,denominator_cohort_6,18 to 64,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
24,663,122823,0,1989-01-01,1989-12-31,336.2710472279261,0,0,1096.995856325863,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,6,0,denominator_cohort_6,18 to 64,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
24,2592,565178,0,1990-01-01,1990-12-31,1547.3730321697467,0,0,238.3962611097946,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,6,0,denominator_cohort_6,18 to 64,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
24,3539,1082568,0,1991-01-01,1991-12-31,2963.909650924025,0,0,124.45991573879098,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,6,0,denominator_cohort_6,18 to 64,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
24,4047,1319441,0,1992-01-01,1992-12-31,3612.4325804243667,0,0,102.11621592895133,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,6,0,denominator_cohort_6,18 to 64,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
24,4681,1533739,0,1993-01-01,1993-12-31,4199.148528405202,0,0,87.84827279055399,FALSE,FALSE,3,astrazeneca,inf,FALSE,years,FALSE,6,0,denominator_cohort_6,18 to 64,Both,180,1987-09-09,2023-06-23,NA,NA,CPRD GOLD
