NCO_name,concept_id,concept_name
Open wound of lower leg,4009617,"Open fracture proximal tibia, medial condyle (plateau)"
Open wound of lower leg,40490388,Open fracture of tibial plateau
Open wound of lower leg,441979,Open fracture of upper end of tibia
Open wound of lower leg,42536847,Traumatic amputation of lower leg
Open wound of lower leg,439947,Open fracture of upper end of fibula
Open wound of lower leg,4012453,Open fracture intercondylar spine of tibia
Open wound of lower leg,36686283,Laceration of right lower leg
Open wound of lower leg,4012456,Open fracture distal tibia
Open wound of lower leg,760114,Open bicondylar fracture of upper end of left tibia
Open wound of lower leg,37209099,Open fracture of distal end of left fibula
Open wound of lower leg,759965,Open fracture of left tibia
Open wound of lower leg,432749,Open fracture of medial malleolus
Open wound of lower leg,759962,Open trimalleolar fracture of left ankle
Open wound of lower leg,4062242,Open injury superficial peroneal nerve
Open wound of lower leg,42536833,Puncture wound of lower leg without foreign body
Open wound of lower leg,3657958,Abrasion of skin of left lower leg
Open wound of lower leg,4059112,Open injury posterior tibial nerve
Open wound of lower leg,37310236,Open fracture of intercondylar spine of right tibia
Open wound of lower leg,42536832,Laceration of lower leg without foreign body
Open wound of lower leg,4141398,Open fracture of distal fibula
Open wound of lower leg,37209090,Open fracture of proximal right fibula
Open wound of lower leg,760092,Open fracture of right lateral malleolus of fibula
Open wound of lower leg,37209137,Open fracture of medial malleolus of left tibia
Open wound of lower leg,760046,Open fracture of right tibia
Open wound of lower leg,4055597,"Open injury, posterior tibial artery"
Open wound of lower leg,37310234,Open fracture of intercondylar spine of left tibia
Open wound of lower leg,4015634,"Open fracture fibula, neck"
Open wound of lower leg,4151537,Cut of shin
Open wound of lower leg,40490387,Open fracture of tibia
Open wound of lower leg,3656048,Open fracture of tibial condyle
Open wound of lower leg,4016111,"Open fracture fibula, head"
Open wound of lower leg,4155040,Laceration of lower leg
Open wound of lower leg,37209128,Open fracture of lateral plateau of right tibia
Open wound of lower leg,760088,Open fracture of upper end of left tibia
Open wound of lower leg,3657906,Gunshot wound of left lower leg
Open wound of lower leg,36686464,Laceration of tendon of right ankle
Open wound of lower leg,765290,Open fracture of shaft of left tibia
Open wound of lower leg,3657905,Gunshot wound of right lower leg
Open wound of lower leg,78275,Open anterior dislocation of proximal end of tibia
Open wound of lower leg,36686098,Open fracture of shaft of left fibula
Open wound of lower leg,759980,Open fracture of distal end of right fibula
Open wound of lower leg,40482941,Open fracture of distal tibia and distal fibula
Open wound of lower leg,4153235,Cut of lower leg
Open wound of lower leg,3657957,Abrasion of skin of right lower leg
Open wound of lower leg,37209089,Open fracture of left lower leg
Open wound of lower leg,37209097,Open fracture of lateral plateau of left tibia
Open wound of lower leg,37116548,Open bite of lower leg
Open wound of lower leg,4155196,Puncture wound of shin
Open wound of lower leg,437118,Open fracture of shaft of fibula
Open wound of lower leg,4153709,Pellet wound of shin
Open wound of lower leg,4015646,"Open fracture ankle, bimalleolar, low fibular fracture"
Open wound of lower leg,4153067,Laceration of calf
Open wound of lower leg,440237,Open fracture of upper end of lower leg
Open wound of lower leg,434501,Open trimalleolar fracture
Open wound of lower leg,4059113,Open injury deep peroneal nerve
Open wound of lower leg,36686296,Stab wound of right lower leg
Open wound of lower leg,4051308,Degloving injury of lower leg
Open wound of lower leg,763801,Open fracture of left tibial plateau
Open wound of lower leg,442322,Open medial dislocation of proximal end of tibia
Open wound of lower leg,759946,Open fracture of upper end of right tibia
Open wound of lower leg,760043,Open trimalleolar fracture of right ankle
Open wound of lower leg,4186548,Open fracture of lower leg
Open wound of lower leg,36686297,Stab wound of left lower leg
Open wound of lower leg,4015633,"Open fracture proximal tibia, bicondylar"
Open wound of lower leg,760087,Open fracture of medial malleolus of right tibia
Open wound of lower leg,435100,Open fracture of tibia AND fibula
Open wound of lower leg,4012578,"Open fracture ankle, bimalleolar, high fibular fracture"
Open wound of lower leg,40490390,Open pilon fracture
Open wound of lower leg,4153687,Stab wound of lower leg
Open wound of lower leg,4016114,"Open fracture distal tibia, intra-articular"
Open wound of lower leg,36686298,Puncture wound of right lower leg
Open wound of lower leg,4153824,Needle stick injury of lower leg
Open wound of lower leg,4151671,Stab wound of calf
Open wound of lower leg,759944,Open fracture of right lower leg
Open wound of lower leg,759978,Open fracture of distal end of right tibia
Open wound of lower leg,36686097,Open fracture of shaft of right fibula
Open wound of lower leg,437998,Open fracture of lateral malleolus
Open wound of lower leg,4016115,"Open fracture ankle, trimalleolar, high fibular fracture"
Open wound of lower leg,759969,Open fracture of left lateral malleolus of fibula
Open wound of lower leg,37116546,Laceration of lower leg with foreign body
Open wound of lower leg,37116547,Puncture wound of lower leg with foreign body
Open wound of lower leg,4153066,Laceration of shin
Open wound of lower leg,4155066,Stab wound of shin
Open wound of lower leg,37209104,Open fracture of left fibula
Open wound of lower leg,4155211,Pellet wound of lower leg
Open wound of lower leg,40492340,Laceration of posterior tibial artery
Open wound of lower leg,4055596,"Open injury, anterior tibial artery"
Open wound of lower leg,36686299,Puncture wound of left lower leg
Open wound of lower leg,4009746,"Open fracture ankle, lateral malleolus, low"
Open wound of lower leg,37209129,Open fracture of medial plateau of right tibia
Open wound of lower leg,37209155,Open fracture of right tibial plateau
Open wound of lower leg,4016113,"Open fracture distal tibia, extra-articular"
Open wound of lower leg,4153402,Needle stick injury of calf
Open wound of lower leg,759964,Open fracture of medial condyle of left tibia
Open wound of lower leg,4015644,"Open fracture ankle, lateral malleolus, high"
Open wound of lower leg,4153825,Needle stick injury of shin
Open wound of lower leg,3657666,Infected abrasion of skin of left lower leg
Open wound of lower leg,4012454,"Open fracture of tibia and/or fibula, shaft"
Open wound of lower leg,36686284,Laceration of left lower leg
Open wound of lower leg,36686465,Laceration of tendon of left ankle
Open wound of lower leg,759981,Open fracture of right fibula
Open wound of lower leg,4153694,Puncture wound of lower leg
Open wound of lower leg,4058353,"Abrasion of lower leg, infected"
Open wound of lower leg,437693,Open fracture of shaft of tibia
Open wound of lower leg,4155212,Pellet wound of calf
Open wound of lower leg,765108,Open bimalleolar fracture of right ankle
Open wound of lower leg,4054990,"Open crush injury, lower leg"
Open wound of lower leg,437401,"Open fracture of tibia and fibula, shaft"
Open wound of lower leg,759963,Open fracture of distal end of left tibia
Open wound of lower leg,40486482,Laceration of anterior tibial artery
Open wound of lower leg,760044,Open fracture of shaft of right tibia
Open wound of lower leg,4151687,Puncture wound of calf
Open wound of lower leg,437132,Open lateral dislocation of proximal end of tibia
Open wound of lower leg,441154,Open bimalleolar fracture
Open wound of lower leg,4134331,Open fracture of tibial tuberosity
Open wound of lower leg,4057029,Open injury common peroneal nerve
Open wound of lower leg,4012579,"Open fracture ankle, trimalleolar, low fibular fracture"
Open wound of lower leg,4153080,Cut of calf
Open wound of lower leg,37209141,Open fracture of proximal left fibula
Open wound of lower leg,37209140,Open bicondylar fracture of upper end of right tibia
Open wound of lower leg,4016110,"Open fracture proximal tibia, lateral condyle (plateau)"
Open wound of lower leg,3657665,Infected abrasion of skin of right lower leg
Vulval irritation,4060207,Vulval irritation
Acute conjunctivitis,376412,Acute follicular conjunctivitis
Acute conjunctivitis,376707,Acute conjunctivitis
Acute conjunctivitis,380111,Acute atopic conjunctivitis
Acute conjunctivitis,762370,Acute conjunctivitis of right eye
Acute conjunctivitis,762396,Acute conjunctivitis of bilateral eyes
Acute conjunctivitis,762397,Acute atopic conjunctivitis of bilateral eyes
Acute conjunctivitis,765162,Acute atopic conjunctivitis of right eye
Acute conjunctivitis,765167,Acute conjunctivitis of left eye
Acute conjunctivitis,765487,Acute atopic conjunctivitis of left eye
Acute conjunctivitis,3656668,Conjunctivitis due to disease caused by Severe acute respiratory syndrome coronavirus 2
Acute conjunctivitis,3657767,Acute adenoviral follicular conjunctivitis of left eye
Acute conjunctivitis,3657768,Acute adenoviral follicular conjunctivitis of right eye
Acute conjunctivitis,3657864,Acute hemorrhagic conjunctivitis of bilateral eyes caused by Enterovirus
Acute conjunctivitis,4136355,Acute adenoviral follicular conjunctivitis
Acute conjunctivitis,4146111,Acute mucopurulent conjunctivitis
Acute conjunctivitis,4161830,Acute hemorrhagic conjunctivitis
Acute conjunctivitis,4237532,Acute rosacea conjunctivitis
Acute conjunctivitis,4343221,Acute epidemic conjunctivitis
Acute conjunctivitis,36713122,Acute conjunctivitis of right eye caused by chemical substance
Acute conjunctivitis,36713132,Acute follicular conjunctivitis of left eye
Acute conjunctivitis,36713134,Acute conjunctivitis of left eye caused by chemical substance
Acute conjunctivitis,36713149,Acute follicular conjunctivitis of bilateral eyes
Acute conjunctivitis,36713151,Acute conjunctivitis of bilateral eyes caused by chemical substance
Acute conjunctivitis,36714565,Acute infectious conjunctivitis
Acute conjunctivitis,36717106,Acute follicular conjunctivitis of right eye
Acute conjunctivitis,37209315,Bilateral acute adenoviral follicular conjunctivitis of eyes
Acute conjunctivitis,45757413,Acute conjunctivitis due to chemical
Acute conjunctivitis,442552,Conjunctival diphtheria
Acute conjunctivitis,381568,Pseudomembranous conjunctivitis
Acute conjunctivitis,3656873,Pseudomembranous conjunctivitis of right eye
Acute conjunctivitis,4231740,Conjunctivitis due to enterovirus type 70
Acute conjunctivitis,3656957,Pseudomembranous conjunctivitis of left eye
Vaginal irritation,4058568,Vaginal irritation
Vaginal irritation,42869269,I have vaginal itching - irritation - in the past 7 days [FACIT]
Acute stress disorder,440083,Acute stress disorder
Acute stress disorder,40486521,Acute posttraumatic stress disorder following military combat
Acute stress disorder,45768986,Acute respiratory distress in newborn with surfactant disorder
Acute stress disorder,4102966,Acute stupor state due to acute stress reaction
Acute stress disorder,4103567,Acute situational disturbance
Acute stress disorder,432600,Stress reaction causing mixed disturbance of emotion and conduct
Acute stress disorder,4247433,Combat fatigue
Acute stress disorder,4099956,Acute panic state due to acute stress reaction
Acute stress disorder,4088141,Shell shock
Acute stress disorder,4102965,Acute fugue state due to acute stress reaction
Epidermoid Cyst,137351,Epidermoid cyst of skin
Epidermoid Cyst,762962,Epidermoid cyst of testis
Epidermoid Cyst,4051614,Epidermoid cyst of vocal cord
Epidermoid Cyst,4056926,Epidermoid cyst of mouth
Epidermoid Cyst,4121269,Epidermoid cyst of spleen
Epidermoid Cyst,4170770,Epidermoid cyst
Epidermoid Cyst,4172549,Spinal epidermoid cyst
Epidermoid Cyst,4174446,Epidermoid cyst of brain
Epidermoid Cyst,4179070,Epidermoid cyst of hand
Epidermoid Cyst,4291605,Epidermoid plantar cysts due to HPV 60
Epidermoid Cyst,4300691,Calcified epidermoid cyst
Epidermoid Cyst,36712692,Epidermoid cyst of skin of right breast
Epidermoid Cyst,36712693,Epidermoid cyst of skin of left breast
Epidermoid Cyst,36712978,Epidermoid cyst of finger of right hand
Epidermoid Cyst,36712979,Epidermoid cyst of finger of left hand
Epidermoid Cyst,37204367,Pituitary dermoid and epidermoid cysts
Epidermoid Cyst,40487849,Epidermoid cyst of skin of ear
Epidermoid Cyst,40487851,Epidermoid cyst of skin of scalp
Epidermoid Cyst,40487857,Epidermoid cyst of skin of cheek
Epidermoid Cyst,40488853,Epidermoid cyst of skin of back
Epidermoid Cyst,40491323,Epidermoid cyst of skin of thigh
Epidermoid Cyst,40490339,Epidermoid cyst of skin of groin
Epidermoid Cyst,40490340,Epidermoid cyst of skin of face
Epidermoid Cyst,40491829,Epidermoid cyst of skin of chest
Epidermoid Cyst,40491835,Epidermoid cyst of skin of neck
Epidermoid Cyst,40492921,Epidermoid cyst of skin of postauricular region
Epidermoid Cyst,40493222,Epidermoid cyst of skin of scrotum
Epidermoid Cyst,35624677,Sebaceous cyst of skin
Epidermoid Cyst,4297291,Sebaceous cyst of skin of breast
Epidermoid Cyst,4267740,Sebaceous cyst of scrotum
Epidermoid Cyst,36717280,Sebaceous cyst of right eyelid
Epidermoid Cyst,4215026,Sebaceous cyst of eyelid
Epidermoid Cyst,4033450,Steatocystoma multiplex
Epidermoid Cyst,45757340,Sebaceous cyst of penis
Epidermoid Cyst,36714184,Steatocystoma multiplex with natal tooth syndrome
Epidermoid Cyst,36712966,Sebaceous cyst of left eyelid
Epidermoid Cyst,4178641,Steatocystoma simplex
Epidermoid Cyst,4110713,Ruptured epidermal cyst
Epidermoid Cyst,4110712,Infection of sebaceous cyst
Epidermoid Cyst,36712965,Sebaceous cyst of bilateral eyelids
Epidermoid Cyst,4284676,Lymphoepithelial cyst of mouth
Epidermoid Cyst,35624760,Epidermal inclusion cyst of eyelid
Epidermoid Cyst,4190084,Cystic epidermoid choristoma
Epidermoid Cyst,4306665,Epidermoid cyst
Epidermoid Cyst,4323964,Mucoepidermoid cystadenoma
Epidermoid Cyst,4044352,Lymphoepithelial cyst
Epidermoid Cyst,37203864,Steatocystomas
Epidermoid Cyst,4168025,Ruptured sebaceous cyst
Epidermoid Cyst,4166877,Sebaceous cyst
Epidermoid Cyst,4306002,Epidermal inclusion cyst
Epidermoid Cyst,4337589,Excision of epidermoid cyst of vocal fold
Epidermoid Cyst,40487841,Excision of epidermoid cyst of buttock
Ingrowing nail,139099,Ingrowing nail
Ingrowing nail,4063451,Ingrowing great toenail
Ingrowing nail,4063453,Ingrowing fingernail (excluding thumb)
Ingrowing nail,4065236,Ingrowing toenail (excluding great toe)
Ingrowing nail,4065237,Ingrowing thumbnail
Ingrowing nail,4290993,Ingrowing toenail
Ingrowing nail,36687205,Bilateral ingrowing nail of toe of feet
Ingrowing nail,36687085,Ingrowing nail of toe of right foot
Ingrowing nail,36687086,Ingrowing nail of toe of left foot
Ingrowing nail,4139227,Zadik operation for ingrowing toenail
Ingrowing nail,4166446,Refashioning of ingrowing toenail
Ingrowing nail,46270823,Wedge resection of ingrowing toenail
Injury of abdomen,200588,Injury of abdomen
Injury of abdomen,432480,Injury of multiple blood vessels of abdomen AND/OR pelvis
Injury of abdomen,438600,Injury of blood vessels of abdomen AND/OR pelvis
Injury of abdomen,443508,"Late effect of injury to vessel of thorax, abdomen and pelvis"
Injury of abdomen,4056713,"Injury of muscle and tendon of abdomen, lower back and pelvis"
Injury of abdomen,4059120,"Injury of nerves and lumbar spinal cord at abdomen, lower back and pelvis level"
Injury of abdomen,4151093,"Internal injury of chest, abdomen and pelvis"
Injury of abdomen,4152477,Degloving injury of abdomen
Injury of abdomen,4153720,Needle stick injury of abdomen
Injury of abdomen,4287542,Crushing injury of abdomen
Injury of abdomen,4314946,Blunt injury of abdomen
Injury of abdomen,42537717,Injury of tendon of abdomen
Injury of abdomen,42537713,Injury of fascia of abdomen
Injury of abdomen,42536759,Injury of peripheral nerve of abdomen
Injury of abdomen,42539094,Injury of muscle of abdomen
Injury of abdomen,37311933,Hepatic duct injury
Injury of abdomen,192785,Second degree burn of abdominal wall
Injury of abdomen,4242693,Perineal laceration involving vaginal muscles
Injury of abdomen,198019,Iliac blood vessel injury
Injury of abdomen,193354,Pancreas body injury with open wound into cavity
Injury of abdomen,200873,Open wound of lateral abdominal wall with complication
Injury of abdomen,44782948,Injury of multiple sites of colon
Injury of abdomen,42536777,Laceration of abdomen without foreign body
Injury of abdomen,37110782,Wound of abdomen
Injury of abdomen,36686334,Open wound of abdominal wall due to animal bite
Injury of abdomen,196559,Peritoneum injury with open wound into cavity
Injury of abdomen,4087151,Injury of ureter
Injury of abdomen,200472,Obstetric high vaginal laceration with postnatal problem
Injury of abdomen,443418,Disruption of cesarean wound in the puerperium
Injury of abdomen,4054455,Injury of intra-abdominal organ(s) with pelvic organ(s)
Injury of abdomen,36686411,Laceration of right renal artery
Injury of abdomen,200564,Injury of stomach with open wound into abdominal cavity
Injury of abdomen,4155504,Laceration of ureter
Injury of abdomen,762617,Open injury of kidney grade I
Injury of abdomen,442585,Laceration extending into parenchyma of spleen without open wound into abdominal cavity
Injury of abdomen,192369,Old laceration of cervix
Injury of abdomen,4171380,Nonvenomous insect bite of abdominal wall with infection
Injury of abdomen,201436,Injury of pelvic organ
Injury of abdomen,4135623,Injury of cecum
Injury of abdomen,36686151,Puncture wound of anus
Injury of abdomen,36716454,Traumatic loss of kidney
Injury of abdomen,43530962,Induced termination of pregnancy complicated by cervix damage
Injury of abdomen,4134926,Injury to ureteric wall
Injury of abdomen,4095097,Delayed perforation of colon
Injury of abdomen,4236753,Burn of small intestine
Injury of abdomen,4096027,Laceration of gallbladder
Injury of abdomen,4065866,Cesarean wound disruption with postnatal complication
Injury of abdomen,200881,Injury of iliac artery
Injury of abdomen,444274,Massive parenchymal disruption of spleen without open wound into abdominal cavity
Injury of abdomen,4170873,Abrasion and/or friction burn of groin with infection
Injury of abdomen,443092,Injury of ascending right colon with open wound into abdominal cavity
Injury of abdomen,4241213,Open wound of umbilical region without complication
Injury of abdomen,4045581,Legal termination of pregnancy with laceration of uterus
Injury of abdomen,4295346,Injury of Fallopian tube without open wound into abdominal cavity
Injury of abdomen,442773,Minor laceration of liver without open wound into abdominal cavity
Injury of abdomen,36674272,Full thickness burn of abdomen
Injury of abdomen,4152626,Contusion of cervix
Injury of abdomen,36686412,Laceration of left renal artery
Injury of abdomen,4050830,"Abrasion of vagina, infected"
Injury of abdomen,4058068,"Insect bite, nonvenomous, of groin"
Injury of abdomen,4059969,Fourth degree perineal laceration involving anal mucosa
Injury of abdomen,4134917,Serosal tear of rectum
Injury of abdomen,201986,Injury of gastrointestinal tract with open wound into abdominal cavity
Injury of abdomen,196851,Injury of primary branch of superior mesenteric artery
Injury of abdomen,4167999,Stellate laceration of liver without open wound into abdominal cavity
Injury of abdomen,4134920,Injury of omentum
Injury of abdomen,4086534,Burn of duodenum
Injury of abdomen,4051142,Open wound of hypogastric region
Injury of abdomen,4145716,Mallory-Weiss tear
Injury of abdomen,4055715,"Abrasion of abdominal wall, infected"
Injury of abdomen,4135621,Laceration of appendix
Injury of abdomen,201996,Internal injury of abdominal organs with open wound into cavity
Injury of abdomen,37116602,Open wound of abdomen
Injury of abdomen,4239205,Perineal laceration involving rectovaginal septum
Injury of abdomen,4049932,Open injury of uterus
Injury of abdomen,4020013,"Superficial frostbite of abdominal wall, lower back and pelvis"
Injury of abdomen,4170853,Abrasion and/or friction burn of flank with infection
Injury of abdomen,4052678,Open injury of spleen
Injury of abdomen,37016841,Injury to rectum during surgery
Injury of abdomen,4216555,Injury of suprarenal arteries
Injury of abdomen,196469,Perforation of gallbladder
Injury of abdomen,3656146,Strain of rectus abdominus muscle
Injury of abdomen,192767,Injury of renal artery
Injury of abdomen,442080,Obstetric laceration of cervix - delivered
Injury of abdomen,4321555,Contusion of kidney
Injury of abdomen,4266377,Failed attempted termination of pregnancy with laceration of uterus
Injury of abdomen,4154455,Contusion of ureter
Injury of abdomen,4035023,Superficial injury of anus without infection
Injury of abdomen,4254779,Laceration of vagina
Injury of abdomen,4086531,Contusion of jejunum
Injury of abdomen,40485974,Laceration of parenchyma of spleen
Injury of abdomen,4056006,"Contusion, anterior abdominal wall"
Injury of abdomen,4053591,Injury of small intestine
Injury of abdomen,4178110,Traumatic perforation of large intestine
Injury of abdomen,4049933,Injury of multiple pelvic organs
Injury of abdomen,193355,Injury of liver
Injury of abdomen,4172855,Injury of anus
Injury of abdomen,193897,Injury of multiple sites of pancreas with open wound into abdominal cavity
Injury of abdomen,4137330,Contusion of rectum
Injury of abdomen,36717491,Primary blast injury of small intestine
Injury of abdomen,4050827,"Abrasion of anus, infected"
Injury of abdomen,199097,Third degree perineal tear during delivery with postnatal problem
Injury of abdomen,4165897,Nonvenomous insect bite of vagina with infection
Injury of abdomen,4155518,Rupture of vagina
Injury of abdomen,4095096,Serosal tear of colon
Injury of abdomen,40492778,Laceration of hypogastric region
Injury of abdomen,42536782,Puncture wound of abdomen without foreign body
Injury of abdomen,4053835,Injury of uterus
Injury of abdomen,4234604,Dehiscence AND/OR disruption of uterine wound in the puerperium
Injury of abdomen,4312358,Legal termination of pregnancy with perforation of cervix
Injury of abdomen,4062224,Injury of celiac ganglion
Injury of abdomen,37395689,Injury of gallbladder during surgery
Injury of abdomen,36716879,Gastric ulcer caused by ionizing radiation
Injury of abdomen,434509,Injury of duodenum without open wound into abdominal cavity
Injury of abdomen,4328869,Burn of uterus
Injury of abdomen,42536788,Injury of stomach without perforation following ingestion of foreign material
Injury of abdomen,4096772,Laceration of adrenal gland
Injury of abdomen,42536792,Traumatic amputation of abdomen
Injury of abdomen,45757158,Uterine laceration during delivery
Injury of abdomen,4137333,Contusion of mesentery
Injury of abdomen,444215,Injury of sigmoid colon with open wound into abdominal cavity
Injury of abdomen,4052810,Injury of vas deferens with open wound into abdominal cavity
Injury of abdomen,4247409,Severe crushing injury of abdominal organs with open wound into cavity
Injury of abdomen,762619,Open injury of kidney grade III
Injury of abdomen,42536789,Perforating wound of stomach following ingestion of foreign material
Injury of abdomen,4099921,Nonvenomous insect bite of groin without infection
Injury of abdomen,4053272,Injury of spleen
Injury of abdomen,4054908,Closed injury of kidney
Injury of abdomen,193275,Third degree perineal tear during delivery - delivered
Injury of abdomen,761083,Acute injury of kidney
Injury of abdomen,201167,Injury of hepatic artery
Injury of abdomen,4268004,Injury of pancreas
Injury of abdomen,4137339,Injury of bladder neck
Injury of abdomen,37309823,Chemical burn of vagina
Injury of abdomen,4054059,Injury of intestine
Injury of abdomen,36715892,Primary blast injury of colon
Injury of abdomen,4050542,Renal blood vessel injury
Injury of abdomen,42536787,Laceration of stomach with massive damage
Injury of abdomen,196260,Injury of kidney with open wound into abdominal cavity
Injury of abdomen,36686152,Open wound of anus
Injury of abdomen,443878,Injury of superior mesenteric artery
Injury of abdomen,197714,Injury of splenic vein
Injury of abdomen,4153692,Puncture wound of abdomen
Injury of abdomen,37108572,Injury of ureter during surgery
Injury of abdomen,42536794,Multiple injuries of abdomen
Injury of abdomen,40487977,Superficial injury of anus
Injury of abdomen,4096769,Laceration of spleen
Injury of abdomen,4176571,Severe crushing injury of abdominal organs
Injury of abdomen,4119171,Laceration of omentum
Injury of abdomen,36717184,Perforation of cystic duct
Injury of abdomen,4083970,Delayed perforation of jejunum
Injury of abdomen,4198858,Abrasion and/or friction burn of vagina without infection
Injury of abdomen,442547,Hematoma of spleen without rupture of capsule AND with open wound into abdominal cavity
Injury of abdomen,4229716,Illegal termination of pregnancy with laceration of uterus
Injury of abdomen,4129397,Injury of duodenum
Injury of abdomen,4096026,Injury of biliary tree
Injury of abdomen,4096776,Serosal tear of small intestine
Injury of abdomen,4085414,Burn of appendix
Injury of abdomen,4050828,"Abrasion of flank, infected"
Injury of abdomen,4051521,Abrasion and/or friction burn of anus with infection
Injury of abdomen,4152493,Cut of ureter
Injury of abdomen,4134918,Laceration of rectum
Injury of abdomen,4053593,Injury of descending colon
Injury of abdomen,762620,Open injury of kidney grade IV
Injury of abdomen,4049938,Injury of prostate with open wound into abdominal cavity
Injury of abdomen,4096140,Contusion of colon
Injury of abdomen,4154465,Rupture of seminal vesicle
Injury of abdomen,4096137,Laceration of duodenum
Injury of abdomen,4283524,Open wound of pubic region with complication
Injury of abdomen,4096770,Capsular tear of spleen
Injury of abdomen,4238866,Open wound of umbilical region with complication
Injury of abdomen,4052066,Deep partial thickness burn of abdominal wall
Injury of abdomen,4053830,Injury of stomach
Injury of abdomen,4096646,Contusion of liver
Injury of abdomen,4050989,Injury of ovary with open wound into abdominal cavity
Injury of abdomen,37017028,Injury to liver during surgery
Injury of abdomen,4053832,Injury of sigmoid colon
Injury of abdomen,43530931,Induced termination of pregnancy complicated by perforation of cervix
Injury of abdomen,195125,Injury of renal vein
Injury of abdomen,4085413,Delayed perforation of ileum
Injury of abdomen,4019728,Closed injury of pancreas
Injury of abdomen,201160,Injury of colon with open wound into abdominal cavity
Injury of abdomen,193630,Injury of liver without open wound into abdominal cavity
Injury of abdomen,4167106,Superficial injury of abdominal wall
Injury of abdomen,443644,Injury of internal iliac vein
Injury of abdomen,4183680,Legal termination of pregnancy with laceration of bowel
Injury of abdomen,36686413,Injury of right iliac vein
Injury of abdomen,42709935,Type 3a third degree laceration of perineum
Injury of abdomen,197417,Injury of ureter with open wound into abdominal cavity
Injury of abdomen,443268,Open wound of abdominal wall
Injury of abdomen,4096766,Contusion of spleen
Injury of abdomen,197709,Injury of uterus without open wound into abdominal cavity
Injury of abdomen,4249728,Illegal termination of pregnancy with laceration of vagina
Injury of abdomen,197422,Injury of superior mesenteric vein AND/OR primary subdivisions
Injury of abdomen,4107332,Bile duct tear
Injury of abdomen,200872,Injury of spleen with open wound into abdominal cavity
Injury of abdomen,40491866,Traumatic injury of celiac artery
Injury of abdomen,42709937,Type 3c third degree laceration of perineum
Injury of abdomen,4052200,Portal system vein injury
Injury of abdomen,4196225,Superficial foreign body of flank without major open wound but with infection
Injury of abdomen,442537,Liver major laceration with open wound into cavity
Injury of abdomen,196852,Kidney laceration with open wound into cavity
Injury of abdomen,44782949,Injury of multiple sites of rectum
Injury of abdomen,4050837,"Insect bite, nonvenomous, of vagina"
Injury of abdomen,4326418,Superficial foreign body of anus without major open wound AND without infection
Injury of abdomen,4095558,Capsular tear of liver
Injury of abdomen,4134938,Tear of vaginal wall
Injury of abdomen,36717568,Enteritis of small intestine due to trauma
Injury of abdomen,4041728,Miscarriage with laceration of bowel
Injury of abdomen,4078679,Failed attempted termination of pregnancy with laceration of bladder
Injury of abdomen,4113942,Injury of peritoneum
Injury of abdomen,4053594,Injury of ovary
Injury of abdomen,4000516,Superficial injury of flank without infection
Injury of abdomen,4143634,Fourth degree perineal laceration involving rectal mucosa
Injury of abdomen,4149181,Superficial foreign body of flank without major open wound AND without infection
Injury of abdomen,4020019,"Frostbite with tissue necrosis of abdominal wall, lower back and pelvis"
Injury of abdomen,4095091,Serosal tear of appendix
Injury of abdomen,4314002,Injury of celiac ganglion AND/OR plexus
Injury of abdomen,4034151,Hymen tear
Injury of abdomen,4059088,Injury of celiac plexus
Injury of abdomen,196271,Injury of retroperitoneum without open wound into abdominal cavity
Injury of abdomen,36686436,Superficial foreign body in abdominal wall
Injury of abdomen,195107,Injury of appendix with open wound into abdominal cavity
Injury of abdomen,192979,Obstetric high vaginal laceration
Injury of abdomen,4096028,Bile duct injury with open wound into cavity
Injury of abdomen,4052203,Multiple abdominal and pelvic blood vessel injury
Injury of abdomen,4051140,Open wound of anterior abdominal wall
Injury of abdomen,4147013,Closed injury of bladder
Injury of abdomen,4169252,Internal injury of abdominal organ
Injury of abdomen,43530924,Induced termination of pregnancy complicated by laceration of bowel
Injury of abdomen,198291,Burn of abdominal wall
Injury of abdomen,4170459,Vaginal muscle tear
Injury of abdomen,4262265,Abrasion and/or friction burn of abdominal wall without infection
Injury of abdomen,4056446,Superior mesenteric vein injury
Injury of abdomen,3657914,Stab wound of abdominal wall
Injury of abdomen,4197952,Contusion of vagina
Injury of abdomen,4206470,Failed attempted termination of pregnancy with laceration of vagina
Injury of abdomen,4247420,Superficial injury of vagina without infection
Injury of abdomen,4054443,Closed injury of uterus
Injury of abdomen,4094976,Injury of gallbladder
Injury of abdomen,4282921,Internal injury of pelvic organs
Injury of abdomen,36686415,Injury of right renal vein
Injury of abdomen,4162565,Avulsion of cord
Injury of abdomen,194804,Injury of adrenal gland without open wound into abdominal cavity
Injury of abdomen,4052966,Open wound of hypochondrium
Injury of abdomen,44782820,Dehiscence of postoperative abdominal wound
Injury of abdomen,43530967,Induced termination of pregnancy complicated by uterus damage
Injury of abdomen,40480180,Penetrating wound of abdomen
Injury of abdomen,195392,Laceration of liver
Injury of abdomen,4132550,Injury of right colic artery
Injury of abdomen,4239386,Injury of gastric veins
Injury of abdomen,4105762,Illegal termination of pregnancy with laceration of broad ligament
Injury of abdomen,36686423,Laceration of right ureter
Injury of abdomen,4143176,Open wound of pubic region without complication
Injury of abdomen,42536756,Injury of superior mesenteric plexus
Injury of abdomen,4116878,Injury of broad ligament
Injury of abdomen,4200237,Abrasion and/or friction burn of vagina with infection
Injury of abdomen,4204231,Legal termination of pregnancy with laceration of vagina
